SampleID,Date,Study_day,ADH,ADD,ARF_sector,Sorting1,Sorting,Treatment,Gravimetric,pH,EC,  Na (ug/gdw soil) ,  K (ug/gdw soil) ,  mg (ug/gdw soil) ,  Ca (ug/gdw soil) ,  Al (ug/gdw soil) ,  Cu (ug/gdw soil) ,  Fe (ug/gdw soil) ,  Mn (ug/gdw soil) ,  Zn (ug/gdw soil) ,  Co (ug/gdw soil) ,  S180 (ug/gdw soil) ,  P (ug/gdw soil) ,  B (ug/gdw soil) ,  Se (ug/gdw soil) ,  S182 (ug/gdw soil) ,  Na (umolcharge/gdw soil) ,  K (umolcharge/gdw soil) ,  Mg (umolcharge/gdw soil) ,  Ca (umolcharge/gdw soil) 
F_3_gr_21_July2021,44398,103,51430,2142.9,3_F,z_7.21,y_7.21,D3_grave,0.27954747,6.02,200.55,53.85756739,29.62454157,13.90242973,85.26742606,59.90549633,0.042960249,25.16794667,6.476835328,0.132110669,0.036932494,11.83785521,1.377174441,0.28843636,0.018959798,10.2944641,2.342675346,0.757693853,1.143997509,4.255073909
J_1_con_4_Aug2021,44412,117,60306,2512.9,1_J,a_con,z_8.4,D3_con,0.308919605,7.035,59.465,2.497194426,32.02814491,9.871246213,145.4168735,3.80919381,0.034069172,0.660641233,0.216114261,0.01677986,-0.000198175,8.018250952,1.172447052,0.452480657,-0.000501358,6.191860141,0.108621984,0.819169757,0.812281112,7.256693125
J_1_gr_4_Aug2021,44412,117,60306,2512.9,1_J,za_8.4,z_8.4,D3_grave,0.53101158,6.875,665.15,398.0216377,148.9210841,25.12861437,273.763131,70.15026333,0.220161957,22.78280364,4.173485595,0.602548836,0.04800939,48.94865708,15.85380124,0.581703654,0.023113131,44.20625338,17.31298911,3.808888981,2.067773246,13.66151659
H_2_con_4_Aug2021,44412,117,60306,2512.9,2_H,a_con,z_8.4,D3_con,0.164742413,7.38,77.65,2.460588837,11.70891674,5.646205008,104.9728908,5.29112349,0.036633564,1.107298872,0.324642405,0.019810326,0.002919624,4.524187126,0.593671515,0.246063552,0.004442168,3.337035655,0.107029728,0.299473807,0.464612632,5.238429602
H_2_gr_4_Aug2021,44412,117,60306,2512.9,2_H,za_8.4,z_8.4,D3_grave,0.181179553,6.12,438.25,224.9478139,137.0179646,18.21279554,163.0060544,25.88465263,0.17183622,43.33421758,26.82448518,0.633328993,0.757261224,40.08145509,41.47739569,0.438166207,0.028718969,36.9042209,9.784691796,3.504448136,1.498687146,8.134440561
F_3_con_4_Aug2021,44412,117,60306,2512.9,3_F,a_con,z_8.4,D3_con,0.220283264,7.405,131.85,1.769467396,9.199354164,5.1328979,183.345617,3.538663414,0.044576738,0.779852481,0.345141601,0.005151906,0.000703208,5.905977738,0.382671553,0.33016648,0.004350659,3.932879434,0.076967599,0.23528783,0.422373824,9.149439442
F_3_gr_4_Aug2021,44412,117,60306,2512.9,3_F,za_8.4,z_8.4,D3_grave,0.248108832,5.945,264.25,75.11849405,45.58149459,12.41246959,90.89464041,21.95538583,0.180297016,9.888254587,29.16579869,0.244376359,0.80010683,11.32218713,1.616571982,0.211335513,0.028223178,9.833703005,3.267474796,1.165817813,1.021392273,4.535887041
J_1_con_9_Aug2021,44417,122,63234,2634.8,1_J,a_con,za_8.9,D3_con,0.229990384,7.135,44.47,3.105381875,38.77237831,10.72612608,160.2696553,3.304674447,0.04780971,0.649202096,0.213242017,0.019730705,-0.000187687,6.679183937,1.515403086,0.38429094,-0.003311764,4.869656831,0.135076683,0.991664044,0.88262712,7.997886887
J_1_gr_9_Aug2021,44417,122,63234,2634.8,1_J,zb_8.9,za_8.9,D3_grave,0.330603188,6.445,457.1,232.5553891,91.90713485,18.37852229,210.0586052,29.88939134,0.172168538,10.55273752,3.859935726,0.140606505,0.030814908,27.39282701,3.579133669,0.555000003,0.009941823,23.94847274,10.11560312,2.350668312,1.512324402,10.4824894
H_2_con_9_Aug2021,44417,122,63234,2634.8,2_H,a_con,za_8.9,D3_con,0.137934906,7.385,38.81,2.538430625,12.40546834,5.500330677,102.6408101,5.12065033,0.039762743,1.087390725,0.337633086,0.023077811,0.002082105,5.271175283,0.551479925,0.233341621,-0.00125767,4.049418723,0.11041566,0.3172892,0.452608984,5.122052501
H_2_gr_9_Aug2021,44417,122,63234,2634.8,2_H,zb_8.9,za_8.9,D3_grave,0.098934414,5.85,243.25,189.4234475,127.3575992,18.57843939,168.697679,58.45765863,0.225241212,47.23506468,31.36968874,0.356165182,0.603780453,28.18619415,13.46904625,0.397735245,0.027402227,25.22847805,8.239466839,3.257369226,1.528775099,8.418467937
F_3_con_9_Aug2021,44417,122,63234,2634.8,3_F,a_con,za_8.9,D3_con,0.175847508,7.405,66.07,1.591993921,18.91281764,5.87750081,169.6296157,5.590543376,0.042335549,1.080906452,0.641217856,0.014032341,0.003309207,5.761242308,0.478725737,0.339373908,0.010981524,3.914624495,0.069247927,0.483724807,0.483645407,8.464974085
F_3_gr_9_Aug2021,44417,122,63234,2634.8,3_F,zb_8.9,za_8.9,D3_grave,0.183662673,5.93,97.825,82.33011284,42.67009754,11.04898908,84.93870365,34.28210389,0.079704559,15.15825755,11.59287648,0.176695516,0.076945311,14.22322433,2.875030892,0.326164777,0.025225588,12.55903338,3.581162963,1.091354293,0.909194741,4.238669777
